,S_ID,sample?,site,month,day,microsite,rep,method,location,quantity,order,family,subfamily,,genus,species,highest.rtu,Size (mm),sex,
,,,Coal,July,19,shrub,6,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,"adult male, not utah",,,,
,,,Coal,July,19,shrub,6,PT,ET,1,Orthoptera,Acrididae,Gomphocerinae,,Eupnigodes,"sierranus
",,,,
,,,Coal,July,19,shrub,6,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus,,,,,
599,,,Coal,July,19,open,7,PT,ET,2,Coleoptera,Tenebrionidae,,,Triorophus,,,,,
,,,Coal,July,19,open,7,PT,ET,1,Hymenoptera,Mutillidae,,,,,,,,
,,,Coal,July,19,open,7,PT,ET,1,Hymenoptera,Formicidae,,,Dormyrmex,bicolor,Dorymyrmex bicolor,,,
,,,Coal,July,19,open,7,PT,ET,1,Pseudoscorp,,,,,,,,,
,,,Coal,July,19,open,7,PT,ET,30,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
589,,,Coal,July,19,shrub,7,PT,ET,6,Coleoptera,Tenebrionidae,,,Triorophus,,,,,
,,,Coal,July,19,shrub,7,PT,ET,1,Scorpiones,,,,,,,,,
,,,Coal,July,19,shrub,7,PT,ET,20,Hymenoptera,Formicidae,,,Pheidole,,Pheidole,,,
,,,Coal,July,19,shrub,7,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,Coal,July,19,shrub,7,PT,ET,1,Zygentoma,Lepismatidae,,,,,,,,
588,,,Coal,July,19,open,8,PT,ET,22,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,Coal,July,19,open,8,PT,ET,1,Hymenoptera,Mutillidae,,,,,,,,
,,,Coal,July,19,open,8,PT,ET,2,Coleoptera,Tenebrionidae,,,Triorophus,,,,,
,,,Coal,July,19,open,8,PT,ET,1,Orthoptera,Acrididae,Melanoplinae,,Oedaleonotus,enigma,,,,
573,,,Coal,July,19,shrub,8,PT,ET,2,Coleoptera,Tenebrionidae,,,Triorophus,,,,,
,,,Coal,July,19,shrub,8,PT,ET,1,Zygentoma,Lepismatidae,,,,,,,,
,,,Coal,July,19,shrub,8,PT,ET,28,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,Coal,July,19,shrub,8,PT,ET,1,Hymenoptera,Formicidae,,,Dorymyrmex,bicolor,Dorymyrmex bicolor,,,
,,,Coal,July,19,shrub,8,PT,ET,1,Diptera,Tachinidae,yllow and black,,,,,,,
,,,Coal,July,19,shrub,8,PT,ET,1,Coleoptera,very new,,,,,,,,
,,,Coal,July,19,shrub,8,PT,ET,1,Aranae,Salticidae,,,,,,,,
586,,,Coal,July,19,open,9,PT,ET,4,Hymenoptera,Formicidae,,,Pheidole,,Pheidole,,,
585,,,Coal,July,19,open,9,PT,ET,2,Orthoptera,Acrididae,Melanoplinae,,Oedaleonotus,enigma,Oedaleonotus enigma,,,
582,,,Coal,July,19,open,10,PT,ET,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,Eleodes armata,,,
,,,Coal,July,19,open,10,PT,ET,1,Zygentoma,Lepismatidae,,,,,,,,
,,,Coal,July,19,open,10,PT,ET,1,Coleoptera,Nitulidae,,,,,,,,
,,,Coal,July,19,open,10,PT,ET,2,Hymenoptera,Formicidae,,,Dorymyrmex,bicolor,Dorymyrmex bicolor,,,
,,,Coal,July,19,open,10,PT,ET,10,Hymenoptera,Formicidae,,,Pheidole,,Pheidole,,,
,,,Coal,July,19,open,10,PT,ET,1,Embiidina,,,,Oligotoma,nigra,Oligotoma nigra,,,
570,,,Coal,July,19,shrub,10,PT,ET,109,Hymenoptera,Formicidae,,,Pheidole,,Pheidole,,,
,,,Coal,July,19,shrub,10,PT,ET,2,Hymenoptera,Formicidae,,,Dorymyrmex,bicolor,Dorymyrmex bicolor,,,
,,,Coal,July,19,shrub,10,PT,ET,2,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,Coal,July,19,shrub,10,PT,ET,1,Aranae,Gnaphosidae,,,Micaria?,,,,,
,,,Coal,July,19,shrub,10,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus,,,,,
,,,Coal,July,19,shrub,10,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
,,,Coal,July,19,shrub,10,PT,ET,1,Coleoptera,Tenebrionidae,,,Auchmobius,,,,,
583,,,Coal,July,19,open,11,PT,ET,1,Coleoptera,Tenebrionidae,,,Triorophus,,,,,
,,,Coal,July,19,open,11,PT,ET,1,Zygentoma,Lepismatidae,,,,,,,,
,,,Coal,July,19,open,11,PT,ET,2,Hymenoptera,Formicidae,,,Dorymyrmex,bicolor,Dorymyrmex bicolor,,,
,,,Coal,July,19,open,11,PT,ET,1,Hymenoptera,Formicidae,,,Dorymyrmex,insanus,Dorymyrmex insanus,,,
,,,Coal,July,19,open,11,PT,ET,1,Hymenoptera,Formicidae,,,Pheidole,,Pheidole ,,,
,,,Coal,July,19,open,11,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,,,,,
,,,Coal,July,19,shrub,11,PT,ET,28,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,Coal,July,19,shrub,11,PT,ET,2,Hymenoptera,Formicidae,,,Pheidole,,Pheidole ,,,
,,,Coal,July,19,shrub,11,PT,ET,2,Coleoptera,Nitulidae,,,,,,,,
,,,Coal,July,19,shrub,11,PT,ET,1,Coleoptera,Mycetophagidae,,,Typhaea,stercorea,Typhaea stercorea,,,
,,,Coal,July,19,shrub,11,PT,ET,1,Hymenoptera,Formicidae,,,Cyphomyrmex,wheeleri,Cyphomyrmex wheeleri,,,
575,,,Coal,July,19,open,12,PT,ET,2,Hymenoptera,Pompilidae,,,,,,,,
,,,Coal,July,19,open,12,PT,ET,2,Coleoptera,Tenebrionidae,,,Triorophus,,,,,
,,,Coal,July,19,open,12,PT,ET,1,Zygentoma,Lepismatidae,,,,,,,,
,,,Coal,July,19,open,12,PT,ET,2,Hymenoptera,Formicidae,,,Dorymyrmex,bicolor,Dorymyrmex bicolor,,,
,,,Coal,July,19,open,12,PT,ET,1,Hemiptera,Geocoridae,,,Geocoris,punctipes?,,,,
,,,Coal,July,19,open,12,PT,ET,1,Solifugidae,,,,,,,,,
,,,Coal,July,19,open,12,PT,ET,1,Aranae,Gnaphosidae,,,"comb, adult",,,,,
233,Coal-July-17-2020-S12-PT-1,,Coal,July,19,shrub,12,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,Eleodes armata,,,
236,,,Coal,July,19,shrub,12,PT,ET,1,Coleoptera,Mycetophagidae,,,Typhaea,sterecora,Typhaea stercorea,,,
237,,,Coal,July,19,shrub,12,PT,ET,1,Coleoptera,Tenebrionidae,,,Notibius?,,,,,
238,,,Coal,July,19,shrub,12,PT,ET,1,Embioptera,,,,Oligotoma,nigra,,,,
235,,,Coal,July,19,shrub,12,PT,ET,1,Hemiptera,Rhyparochromidae,,,Emblethis,vicarius,immature,,,
239,,,Coal,July,19,shrub,12,PT,ET,1,Hymenoptera,Formicidae,,,Dorymyrmex,bicolor,Dorymyrmex bicolor,,,
240,,,Coal,July,19,shrub,12,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
,,,Coal,July,19,shrub,12,PT,ET,1,Hymenoptera,Platygastridae,,,,,,,,
,Coal-Sept-O5-PT-1,,Coal,Sept,9,open,5,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,Eleodes armata,,,
,Coal-Sept-O5-PT-3 (no 3 in label),Y,Coal,Sept,9,open,5,PT,pinned,1,Hymenoptera,Crabronidae,,,Tachytes,,,,,
,Coal-Sept-O5-PT-2,,Coal,Sept,9,open,5,PT,pinned,1,Orthoptera,Acrididae,Gomphocerinae,,,,,,,
,Coal-Sept-9-O6-PT-1,Y,Coal,Sept,9,open,6,PT,pinned,1,Orthoptera,Gryllidae,,,,,,,,
,,,Coal,Sept,9,shrub,6,PT,pinned,1,Orthoptera,Acrididae,Gomphocerinae,,,,,,,
,,,Coal,Sept,9,open,7,PT,pinned,1,Orthoptera,Acrididae,Gomphocerinae,,,,,,,
,,,Coal,Sept,9,shrub,7,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,,,,,
,,,Coal,Sept,9,shrub,7,PT,pinned,1,Orthoptera,Acrididae,Gomphocerinae,,,,,,,
,,,Coal,Sept,9,open,8,PT,pinned,1,Orthoptera,Acrididae,Gomphocerinae,,,,,,,
,,,Coal,Sept,9,shrub,8,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,,,,,
,,,Coal,Sept,9,open,9,PT,pinned,1,Orthoptera,Acrididae,Gomphocerinae,,,,,,,
,,,Coal,Sept,9,shrub,9,PT,pinned,3,Orthoptera,Acrididae,Gomphocerinae,,,,,,,
,,,Coal,Sept,9,open,10,PT,pinned,1,Orthoptera,Acrididae,Gomphocerinae,,,,,,,
,,,Coal,Sept,9,shrub,11,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,,,,,
,,,Coal,Sept,9,shrub,11,PT,pinned,1,Orthoptera,Acrididae,Gomphocerinae,,,,,,,
,Coal-Sept-O12-PT-1,,Coal,Sept,9,open,12,PT,pinned,1,Blattodea,,,,,,,,,
,,,Coal,Sept,9,shrub,12,PT,pinned,1,Orthoptera,Acrididae,Gomphocerinae,,,,,,,
1026,,,LoK,Aug ,6,open,1,PT,ET,,,,,,,,,,,
1032,,,LoK,Aug ,6,shrub,1,PT,ET,,,,,,,,,,,
1029,,,LoK,Aug ,6,open,2,PT,ET,,,,,,,,,,,
1030,,,LoK,Aug ,6,shrub,2,PT,ET,,,,,,,,,,,
1025,,,LoK,Aug ,6,open,3,PT,ET,,,,,,,,,,,
1027,,,LoK,Aug ,6,shrub,3,PT,ET,,,,,,,,,,,
1046,,,LoK,Aug ,6,open,4,PT,ET,,,,,,,,,,,
1043,,,LoK,Aug ,6,shrub,4,PT,ET,,,,,,,,,,,
1037,,,LoK,Aug ,6,open,5,PT,ET,,,,,,,,,,,
1049,,,LoK,Aug ,6,shrub,5,PT,ET,,,,,,,,,,,
1040,,,LoK,Aug ,6,open,6,PT,ET,,,,,,,,,,,
1033,,,LoK,Aug ,6,shrub,6,PT,ET,,,,,,,,,,,
1047,,,LoK,Aug ,6,open,7,PT,ET,,,,,,,,,,,
1045,,,LoK,Aug ,6,shrub,7,PT,ET,,,,,,,,,,,
1044,,,LoK,Aug ,6,open,8,PT,ET,,,,,,,,,,,
1042,,,LoK,Aug ,6,shrub,8,PT,ET,,,,,,,,,,,
1036,,,LoK,Aug ,6,open,9,PT,ET,1,Coleoptera,Tenebrionidae,,,Eleodes,,,,,
1041,,,LoK,Aug ,6,shrub,9,PT,ET,,,,,,,,,,,
1038,,,LoK,Aug ,6,open,10,PT,ET,1,Coleoptera,Tenebrionidae,,,Eleodes,,,,,
1039,,,LoK,Aug ,6,open,10,PT,ET,1,Coleoptera,,,,,,,,,
1028,,,LoK,Aug ,6,shrub,10,PT,ET,,,,,,,,,,,
1034,,,LoK,Aug ,6,open,11,PT,ET,1,Aranae,,,,,,,,,
1034,,,LoK,Aug ,6,open,11,PT,ET,2,Coleoptera,Tenebrionidae,,,Eleodes,,,,,
1035,,,LoK,Aug ,6,shrub,11,PT,ET,1,Hymenoptera,Mutillidae,,,,,,,,
1048,,,LoK,Aug ,6,open,12,PT,ET,,,,,,,,,,,
1031,,,LoK,Aug ,6,shrub,12,PT,ET,,,,,,,,,,,
364,,,LoK,July ,17,open,1,PT,ET,1,Coleoptera,Tenebrionidae,,,Notibius,,,,,
365,,,LoK,July ,17,open,2,PT,ET,1,Aranae,Salticidae,adult,,,,,,,
,,,LoK,July ,17,open,2,PT,ET,4,Hymenoptera,Formicidae,,,Messor,pergandei,Messor pergandei,,,
,,,LoK,July ,17,open,2,PT,ET,11,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,LoK,July ,17,open,2,PT,ET,6,Hymenoptera,Formicidae,,,Dorymyrmex,bicolor,Dorymyrmex bicolor,,,
,,,LoK,July ,17,open,2,PT,ET,1,Hemiptera,Geocoridae,,,Geocoris,punctipes,Geocoris punctipes,,,
,,,LoK,July ,17,open,2,PT,ET,2,Aranae,Gnaphosidae,,,Callilepis,,,,,
373,,,LoK,July ,17,shrub,2,PT,ET,4,Aranae,Lycosidae,,,Alopecosa,kochi,Alopecosa kochi,,,
,,,LoK,July ,17,shrub,2,PT,ET,1,Mantodea,,,,Litaneutria,minor,Litaneutria minor,,,
,,,LoK,July ,17,shrub,2,PT,ET,2,Aranae,Gnaphosidae,,,Callilepis,,,,,
,,,LoK,July ,17,shrub,2,PT,ET,2,Aranae,Gnaphosidae,,,,,,,,
,,,LoK,July ,17,shrub,2,PT,ET,2,Hemiptera,Rhyparochromidae,,,Emblethis,vicaria,Emblethis vicaria,,,
,,,LoK,July ,17,shrub,2,PT,ET,1,Hymenoptera,tiny parasitoid,,,,,,,,
,,,LoK,July ,17,shrub,2,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,,,,,
,,,LoK,July ,17,shrub,2,PT,ET,4,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,LoK,July ,17,shrub,2,PT,ET,1,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,LoK,July ,17,shrub,2,PT,ET,1,Aranae,Salticidae,,,,,,,,
366,,,LoK,July ,17,open,3,PT,ET,2,Aranae,Gnaphosidae,,,Callilepis,,,,,
,,,LoK,July ,17,open,3,PT,ET,3,Hymenoptera,Formicidae,,,Dorymyrmex,bicolor,Dorymyrmex bicolor,,,
,,,LoK,July ,17,open,3,PT,ET,14,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,LoK,July ,17,open,3,PT,ET,1,Aranae,Lycosidae,,,Alepecosa,kochi?,Alopecosa kochi,,,
,Lok-J-O3-PT-1,,LoK,July ,17,open,3,PT,pinned,1,Hymenoptera,Mutillidae,,,cf dasymutilla,,,,,
374,,,LoK,July ,17,shrub,3,PT,ET,2,Hymenoptera,Pompilidae,,,,,,,,
,,,LoK,July ,17,shrub,3,PT,ET,2,Aranae,Gnaphosidae,,,Callilepis,,,,,
,,,LoK,July ,17,shrub,3,PT,ET,2,Hymenoptera,Formicidae,,,Dorymyrmex,bicolor,Dorymyrmex bicolor,,,
,,,LoK,July ,17,shrub,3,PT,ET,2,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,LoK,July ,17,shrub,3,PT,ET,1,Hemiptera,Rhyparochromidae,,,Emblethis,vicaria,Emblethis vicaria,,,
367,,,LoK,July ,17,shrub,4,PT,ET,1,Scorpiones,,,,,,,,,
,,,LoK,July ,17,shrub,4,PT,ET,2,Mantodea,,,,Litaneutria,minor,Litaneutria minor,,,
,,,LoK,July ,17,shrub,4,PT,ET,1,Aranae,Gnaphosidae,,,Callilepis,,,,,
,,,LoK,July ,17,shrub,4,PT,ET,1,Zygentoma,Lepismatidae,,,,,,,,
,,,LoK,July ,17,shrub,4,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,LoK,July ,17,shrub,4,PT,ET,1,Hymenoptera,Formicidae,,,Dorymyrmex,bicolor,Dorymyrmex bicolor,,,
,,,LoK,July ,17,shrub,4,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,,,,,
,,,LoK,July ,17,open,4,PT,ET,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,Eleodes armata,,,
,,,LoK,July ,17,open,4,PT,ET,4,Hymenoptera,Formicidae,,,Dorymyrmex,bicolor,Dorymyrmex bicolor,,,
,,,LoK,July ,17,open,4,PT,ET,15,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,LoK,July ,17,open,4,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus,,,,,
,,,LoK,July ,17,open,4,PT,ET,1,Diptera,Phoridae,,,,,,,,
368,,,LoK,July ,17,open,5,PT,ET,1,Zygentoma,Lepismatidae,,,,,,,,
,ok-J-O5-PT-1,,LoK,July ,17,open,5,PT,pinned,1,Hymenoptera,Mutillidae,,,cf dasymutilla,,,,,
,,,LoK,July ,17,open,5,PT,ET,1,Mantodea,,,,Litaneutria,minor,Litaneutria minor,,,
,,,LoK,July ,17,open,5,PT,ET,1,Aranae,Salticidae,,,,,,,,
,,,LoK,July ,17,open,5,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
375,,,LoK,July ,17,shrub,5,PT,ET,1,Hymenoptera,Mutillidae,,,,,,,,
,,,LoK,July ,17,shrub,5,PT,ET,1,Hemiptera,Rhyparochromidae,,,Emblethis,vicaria,Emblethis vicaria,,,
,,,LoK,July ,17,shrub,5,PT,ET,1,Coleoptera,,,,,,,,,
,,,LoK,July ,17,shrub,5,PT,ET,1,Hymenoptera,Formicidae,,,Dorymyrmex,bicolor,Dorymyrmex bicolor,,,
,,,LoK,July ,17,shrub,5,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,LoK,July ,17,open,6,PT,ET,1,Aranae,Salticidae,adult male,,,,,,,
,,,LoK,July ,17,open,6,PT,ET,1,Hymenoptera,Formicidae,,,Dorymyrmex,bicolor,Dorymyrmex bicolor,,,
,,,LoK,July ,17,open,6,PT,ET,1,Mantodea,,,,Litaneutria,minor,Litaneutria minor,,,
376,,,LoK,July ,17,shrub,6,PT,ET,1,Hymenoptera,Chyphotidae,,,Chyphotes,male,,,,
,,,LoK,July ,17,shrub,6,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,,,,,
,,,LoK,July ,17,shrub,6,PT,ET,1,Hemiptera,Geocoridae,,,Geocoris,punctipes?,,,,
,,,LoK,July ,17,shrub,6,PT,ET,2,Aranae,Gnaphosidae,,,Callilepus,,,,,
377,,,LoK,July ,17,shrub,7,PT,ET,3,Scorpiones,,,,,,,,,
,Lok-J-S7-PT-1,,LoK,July ,17,shrub,7,PT,ET,1,Hymenoptera,Mutillidae,,,dasy,,,,,
,,,LoK,July ,17,shrub,7,PT,ET,1,Hymenoptera,Chyphotidae,,,Chyphotes,,,,,
,,,LoK,July ,17,shrub,7,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
,,,LoK,July ,17,shrub,7,PT,ET,1,Aranae,Oxyopidae,,,Oxyopes,scalaris?,young,,,
,,,LoK,July ,17,shrub,7,PT,ET,2,Aranae,Pholcidae,,,Psilochorus,,,,,
,,,LoK,July ,17,shrub,7,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
369,,,LoK,July ,17,open,8,PT,ET,1,Aranae,Gnaphosidae,,,comb,,,,,
378,,,LoK,July ,17,shrub,8,PT,ET,1,Aranae,Gnaphosidae,,,comb,,,,,
370,,,LoK,July ,17,open,9,PT,ET,1,Coleoptera,Mycetophagidae,,,Typhaea,stercorea,Typhaea stercorea,,,
379,,,LoK,July ,17,shrub,9,PT,ET,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,Eleodes armata,,,
,,,LoK,July ,17,shrub,9,PT,ET,1,Coleoptera,Mycetophagidae,,,Typhea,sterocorea,Typhaea stercorea,,,
,,,LoK,July ,17,shrub,9,PT,ET,2,Aranae,Gnaphosidae,,,Callilepus,,,,,
,,,LoK,July ,17,shrub,9,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,LoK,July ,17,shrub,9,PT,ET,1,Mantodea,,,,Litaneutria,minor,Litaneutria minor,,,
,,,LoK,July ,17,shrub,9,PT,ET,1,Coleoptera,Tenebrionidae,,,Notibius,,,,,
371,,,LoK,July ,17,open,10,PT,ET,1,Zygentoma,Lepismatidae,,,,,,,,
,,,LoK,July ,17,open,10,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,LoK,July ,17,open,10,PT,ET,1,Hymenoptera,Formicidae,,,Dorymyrmex,bicolor,Dorymyrmex bicolor,,,
,,,LoK,July ,17,open,10,PT,ET,1,Diptera,Phoridae,,,,,,,,
380,,,LoK,July ,17,shrub,10,PT,pinned,1,Hymenoptera,Pompilidae,,,,,,,,
,,,LoK,July ,17,shrub,10,PT,ET,1,Aranae,Lycosidae,,,Alopecosa,kochi,Alopecosa kochi,,,
,,,LoK,July ,17,shrub,10,PT,ET,2,Aranae,Gnaphosidae,,,Callilepus,,,,,
,,,LoK,July ,17,shrub,10,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
,,,LoK,July ,17,shrub,10,PT,ET,1,Aranae,Theriidae,,,Latrodectus,hesperus,Latrodectus hesperus,,,
,,,LoK,July ,17,shrub,10,PT,ET,1,Scorpiones,,,,,,,,,
,,,LoK,July ,17,shrub,10,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
381,,,LoK,July ,17,shrub,11,PT,ET,1,Hymenoptera,Mutillidae,,,,,,,,
,,,LoK,July ,17,shrub,11,PT,ET,1,Aranae,Salticidae,,,,,,,,
,,,LoK,July ,17,shrub,11,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
,,,LoK,July ,17,shrub,11,PT,ET,1,Coleoptera,Mycetophagidae,,,Typhea,sterocoa,Typhaea stercorea,,,
,,,LoK,July ,17,shrub,11,PT,ET,2,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,LoK,July ,17,shrub,11,PT,ET,1,Hymenoptera,Formicidae,,,Dorymyrmex,bicolor,Dorymyrmex bicolor,,,
,,,LoK,July ,17,shrub,11,PT,ET,1,Hemiptera,Cicadellidae,,,nymph,,,,,
,,,LoK,July ,17,shrub,11,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,,,,,
372,,,LoK,July ,17,open,12,PT,ET,1,Zygentoma,Lepismatidae,,,,,,,,
,,,LoK,July ,17,open,12,PT,ET,1,Mantodea,,,,Litaneutria,minor,Litaneutria minor,,,
,,,LoK,July ,17,open,12,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,,,,,
,,,LoK,July ,17,open,12,PT,ET,4,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,LoK,July ,17,open,12,PT,ET,1,Hymenoptera,Formicidae,,,Pheidole,,,,,
382,,,LoK,July ,17,shrub,12,PT,ET,1,Coleoptera,Tenebrionidae,,,Triorophus,,,,,
,,,LoK,July ,17,shrub,12,PT,ET,2,Aranae,Gnaphosidae,,,Callilepus,,,,,
,,,LoK,July ,17,shrub,12,PT,ET,1,Aranae,Sicariidae,,,Loxosceles,deserta,Loxosceles deserta,,,
,,,LoK,July ,17,shrub,12,PT,ET,32,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,LoK,July ,17,shrub,12,PT,ET,1,Hymenoptera,Mutillidae,,,male,,,,,
,,,LoK,July ,17,shrub,12,PT,ET,1,Diptera,Therevidae,,,,,,,,
362,,,LoK,July ,17,nolabel,nolabel,PT,ET,1,Coleoptera,Tenebrionidae,,,Triorphus,,,,,
,,,LoK,July ,17,nolabel,nolabel,PT,ET,1,Mantodea,,,,Litaneutria,minor,Litaneutria minor,,,
,,,LoK,July ,17,nolabel,nolabel,PT,ET,1,Hymenoptera,Chyphotidae,,,Chyphotes,,,,,
,,,LoK,July ,17,nolabel,nolabel,PT,ET,2,Diptera,Phoridae,,,,,,,,
,,,LoK,July ,17,nolabel,nolabel,PT,ET,1,Hymenoptera,Pompilidae,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
363,,,LoK,July ,17,nolabel,nolabel,PT,,,,,,,,,,,,
,,,LoK,Sept,26,shrub,6,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,Eleodes armata,,,
,,,LoK,Sept,26,open,8,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,Eleodes armata,,,
,,,LoK,Sept,26,open,12,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,Eleodes armata,,,
,,,Mov,Aug ,16,open,1,PT,ET,1,Aranae,Salticidae,,,,,,,,
870,,,Mov,Aug ,16,open,1,PT,ET,1,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,Mov,Aug ,16,open,1,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,Mov,Aug ,16,shrub,1,PT,ET,1,Aranae,Gnaphosidae,,,Gnaphosa/Callilepus,,,,,
,,,Mov,Aug ,16,shrub,1,PT,ET,1,Aranae,Pholcidae,,,,,,,,
,,,Mov,Aug ,16,shrub,1,PT,ET,1,Coleoptera,Nitulidae,,,,,,,,
,,,Mov,Aug ,16,shrub,1,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,Mov,Aug ,16,shrub,1,PT,ET,1,Hemiptera,Geocoridae?,,,,,,,,
,,,Mov,Aug ,16,shrub,1,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,,Solenopsis xyloni,,,
868,,,Mov,Aug ,16,shrub,1,PT,ET,1,Microcoryphia,,,,,,,,,
,,,Mov,Aug ,16,open,2,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,Mov,Aug ,16,open,2,PT,ET,1,Coleoptera,,,,,,,,,
,,,Mov,Aug ,16,open,2,PT,ET,1,Diptera,Sarcophagidae,,,,,,,,
871,,,Mov,Aug ,16,open,2,PT,ET,1,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,Mov,Aug ,16,open,2,PT,ET,3,Microcoryphia,,,,,,,,,
,,,Mov,Aug ,16,open,2,PT,ET,1,Orthoptera,Gyllidae?,,,,,,,,
,,,Mov,Aug ,16,shrub,2,PT,ET,4,Acari,,,,,,,,,
,,,Mov,Aug ,16,shrub,2,PT,ET,1,Aranae,Gnaphosidae,,,Gnaphosa/Callilepus,,,,,
882,,,Mov,Aug ,16,shrub,2,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,Mov,Aug ,16,shrub,2,PT,ET,1,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,Mov,Aug ,16,shrub,2,PT,ET,2,Microcoryphia,,,,,,,,,
,,,Mov,Aug ,16,open,3,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
,,,Mov,Aug ,16,open,3,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
874,,,Mov,Aug ,16,open,3,PT,ET,18,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,Mov,Aug ,16,open,3,PT,ET,1,Hymenoptera,Formicidae,,,Dorymyrmex,,,,,
,,,Mov,Aug ,16,open,3,PT,ET,1,Microcoryphia,,,,,,,,,
,,,Mov,Aug ,16,shrub,3,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
,,,Mov,Aug ,16,shrub,3,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
,,,Mov,Aug ,16,shrub,3,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,Mov,Aug ,16,shrub,3,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,Mov,Aug ,16,shrub,3,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,"A bit more yellowy with strong clypeal boundary, could be aurata? Prolly not though",Solenopsis xyloni,,,
